Регион,Год,Число больничных коек,Мощность амбулаторно-поликлинических организаций,Численность врачей всех специальностей,Численность среднего медицинского персонала,Заболеваемость на 1000 человек населения,Среднедушевые денежные доходы населения,Смертность населения в трудоспособном возрасте,Число предприятий и организаций,Выбросы загрязняющих веществ в атмосферный воздух,Улавливание загрязняющих атмосферу веществ,Сброс загрязненных сточных вод в поверхностные водные объекты,Средняя продолжительность жизни,ФО
Рязанская область,2014,80.8,252.8,52.1,108.9,696.2,21340.0,602.0,33926.0,108.0,638.0,81.0,70.8,central
Рязанская область,2015,79.1,253.8,47.9,108.5,695.0,23690.0,560.5,33873.0,98.0,765.0,82.0,71.46,central
Рязанская область,2016,79.3,263.7,51.8,112.3,704.9,23799.0,558.8,32556.0,99.0,570.0,80.0,71.87,central
Рязанская область,2017,78.7,257.7,50.7,107.9,686.0,24272.0,506.7,29801.0,96.0,572.0,76.0,72.7,central
Рязанская область,2018,78.1,259.5,51.5,110.7,721.5,25441.0,500.9,28166.0,83.0,458.0,75.0,72.84,central
Рязанская область,2019,76.7,266.2,52.6,110.8,730.4,26886.0,493.2,26174.0,102.0,532.0,75.0,73.2,central
Рязанская область,2020,77.1,273.8,54.0,108.5,707.0,27328.0,605.1,24274.0,77.0,273.0,71.0,70.95,central
Рязанская область,2021,77.5,588.9,55.0,108.8,776.6,30495.0,714.6,23381.0,97.0,1241.0,78.0,68.61,central
Самарская область,2005,87.0,225.1,48.2,97.4,855.3,9264.0,789.2,21857.0,321.0,487.0,465.0,66.05,volga
Самарская область,2010,82.1,239.0,47.7,93.2,944.5,20223.0,688.3,21857.0,308.0,367.0,397.0,68.13,volga
Самарская область,2011,89.7,256.4,49.4,96.7,1019.1,21756.0,664.9,101930.0,292.0,455.0,395.0,69.02,volga
Самарская область,2012,87.0,247.9,47.3,92.8,997.2,24696.0,640.1,102789.0,276.0,449.0,362.0,69.65,volga
Самарская область,2013,87.8,248.9,47.7,91.7,1043.6,26341.0,672.0,107597.0,261.0,434.0,351.0,69.4,volga
Самарская область,2014,82.8,246.1,46.3,97.8,1016.0,26356.0,672.7,111855.0,266.0,502.0,346.0,69.63,volga
Самарская область,2015,78.4,247.0,45.4,96.2,1033.7,27914.0,629.8,21857.0,261.0,400.0,366.0,70.35,volga
Самарская область,2016,76.2,248.7,45.9,94.1,975.7,26956.0,596.8,112011.0,253.0,302.0,368.0,71.08,volga
Самарская область,2017,74.0,259.9,47.9,95.3,912.1,27094.0,564.4,106832.0,251.0,303.0,399.0,71.73,volga
Самарская область,2018,73.9,269.7,47.7,93.3,897.1,28180.0,530.7,106155.0,218.0,253.0,389.0,72.31,volga
Самарская область,2019,72.9,262.1,48.8,93.5,881.0,29422.0,523.9,21857.0,254.0,429.0,366.0,72.77,volga
Самарская область,2020,74.6,268.5,49.4,92.6,822.9,29973.0,611.5,21857.0,255.0,463.0,358.0,70.45,volga
Самарская область,2021,74.4,270.7,49.2,91.7,923.4,32663.0,669.0,21857.0,235.0,224.0,359.0,69.33,volga
Саратовская область,2005,105.5,240.3,52.7,113.2,688.4,5056.0,804.2,21857.0,182.0,380.0,237.0,65.87,volga
Саратовская область,2010,91.3,250.7,52.0,110.8,749.6,12147.0,638.8,21857.0,95.0,501.0,24.0,68.89,volga
Саратовская область,2011,98.5,259.7,53.0,111.6,756.4,13097.0,604.7,49881.0,109.0,457.0,18.0,69.86,volga
Саратовская область,2012,98.9,264.4,52.8,111.3,738.3,14280.0,588.3,49057.0,128.0,422.0,112.0,70.27,volga
Саратовская область,2013,97.6,267.9,53.5,111.0,763.5,16292.0,572.3,50203.0,99.0,483.0,84.0,70.67,volga
Саратовская область,2014,95.3,270.9,53.2,110.5,736.6,17786.0,570.5,50352.0,120.0,405.0,17.0,70.95,volga
Саратовская область,2015,98.3,276.1,48.6,108.2,751.2,20111.0,547.5,21857.0,118.0,253.0,13.0,71.4,volga
Саратовская область,2016,99.0,269.1,48.0,107.2,749.4,19804.0,499.3,49176.0,110.0,317.0,13.0,72.07,volga
Саратовская область,2017,101.0,276.3,50.4,108.9,727.9,20244.0,473.4,46416.0,123.0,389.0,10.0,72.88,volga
Саратовская область,2018,100.8,282.5,50.5,109.0,733.5,21423.0,469.2,45437.0,118.0,257.0,95.0,72.95,volga
Саратовская область,2019,100.0,288.4,50.8,109.6,735.5,22760.0,487.8,21857.0,120.0,255.0,98.0,73.07,volga
Саратовская область,2020,97.0,288.7,51.4,108.5,718.4,24095.0,575.6,21857.0,127.0,340.0,90.0,71.14,volga
Саратовская область,2021,98.0,295.7,51.6,107.9,783.6,26228.0,650.2,21857.0,117.0,369.0,90.0,69.08,volga
Сахалинская область,2005,146.9,259.2,44.0,127.0,912.6,12640.0,1190.8,15146.0,89.0,394.0,52.0,60.57,far_eastern
Сахалинская область,2010,142.2,257.5,49.1,132.7,924.7,30727.0,918.5,16605.0,100.0,406.0,46.0,64.9,far_eastern
Сахалинская область,2011,144.1,265.1,50.9,154.0,885.2,32268.0,886.9,16676.0,92.0,398.0,46.0,65.68,far_eastern
Сахалинская область,2012,135.5,258.5,51.2,152.4,902.3,32721.0,825.9,16926.0,87.0,275.0,44.0,66.63,far_eastern
Сахалинская область,2013,129.3,249.5,52.3,151.1,824.8,37791.0,737.0,17278.0,77.0,107.0,33.0,67.7,far_eastern
Сахалинская область,2014,123.8,245.3,49.2,129.9,770.2,41947.0,743.6,17542.0,65.0,48.0,30.0,67.89,far_eastern
Сахалинская область,2015,118.9,249.1,54.1,145.5,800.6,47872.0,740.5,17777.0,72.0,39.0,29.0,67.99,far_eastern
Сахалинская область,2016,116.7,246.0,56.0,135.3,839.9,49468.0,720.5,17515.0,77.0,51.0,34.0,68.66,far_eastern
Сахалинская область,2017,117.6,251.1,58.4,135.6,786.0,50502.0,601.7,16465.0,105.0,50.0,33.0,70.19,far_eastern
Сахалинская область,2018,113.8,255.3,58.1,132.2,755.0,53783.0,631.8,15738.0,85.0,47.0,25.0,69.92,far_eastern
Сахалинская область,2019,113.8,260.3,63.6,136.8,683.8,59016.0,610.1,15048.0,57.0,30.0,25.0,70.28,far_eastern
Сахалинская область,2020,115.2,263.2,64.6,139.7,629.6,60797.0,654.2,14213.0,64.0,62.0,26.0,69.73,far_eastern
Сахалинская область,2021,114.5,268.7,65.5,138.8,678.0,63854.0,724.0,13441.0,62.0,71.0,27.0,68.42,far_eastern
Свердловская область ,2005,109.1,263.2,42.4,111.4,718.2,9022.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,64.47,
Свердловская область ,2010,101.6,279.2,45.7,112.2,727.8,22194.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.81,
Свердловская область ,2011,100.1,281.1,45.4,111.6,739.7,24893.0,592.2,25987.5,84.5,107.5,82.0,69.29,
Свердловская область ,2012,99.7,297.4,42.7,111.3,734.1,27852.0,592.2,25987.5,84.5,107.5,82.0,69.5,
Свердловская область ,2013,98.0,298.8,44.5,112.1,766.8,30459.0,592.2,25987.5,84.5,107.5,82.0,69.81,
Свердловская область ,2014,93.6,295.7,43.8,111.1,747.8,31538.0,592.2,25987.5,84.5,107.5,82.0,69.76,
Свердловская область ,2015,90.8,286.4,42.4,110.6,728.1,34113.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,69.83,
Свердловская область ,2016,87.7,285.9,42.9,110.2,752.1,34718.0,592.2,25987.5,84.5,107.5,82.0,70.02,
Свердловская область ,2017,85.2,287.6,42.0,108.1,748.7,35210.0,592.2,25987.5,84.5,107.5,82.0,71.23,
Свердловская область ,2018,84.9,293.5,43.2,108.5,734.8,36735.0,592.2,25987.5,84.5,107.5,82.0,71.29,
Свердловская область ,2019,85.0,298.8,43.7,109.3,777.0,39095.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,71.81,
Свердловская область ,2020,87.3,323.9,45.4,111.7,791.9,37447.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.15,
Свердловская область ,2021,89.6,330.4,44.7,107.2,935.5,40275.0,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.79,
Смоленская область,2005,125.3,250.4,59.7,111.6,768.1,5483.0,1102.1,23632.0,34.0,146.0,90.0,62.24,central
Смоленская область,2010,110.3,262.0,59.7,105.6,764.9,14546.0,840.9,25578.0,48.0,112.0,73.0,66.59,central
Смоленская область,2011,109.2,270.4,60.0,109.4,756.9,15969.0,753.1,25728.0,48.0,91.0,68.0,68.12,central
Смоленская область,2012,108.7,276.3,54.9,107.6,738.7,18305.0,693.4,25363.0,46.0,89.0,67.0,68.49,central
Смоленская область,2013,107.9,282.7,54.8,107.0,757.9,18470.0,685.3,26407.0,59.0,102.0,62.0,68.9,central
Смоленская область,2014,99.5,280.3,54.5,106.8,719.0,20482.0,689.7,27041.0,53.0,107.0,58.0,69.44,central
Смоленская область,2015,98.5,281.4,50.1,106.0,685.6,23653.0,661.5,27754.0,59.0,107.0,58.0,69.74,central
Смоленская область,2016,97.1,287.5,50.9,105.1,722.4,23614.0,644.0,28339.0,58.0,112.0,59.0,69.98,central
Смоленская область,2017,95.1,296.2,52.1,104.4,723.7,24766.0,585.6,28220.0,62.0,113.0,59.0,71.14,central
Смоленская область,2018,95.6,300.5,51.5,100.8,724.8,25888.0,589.7,28007.0,57.0,103.0,54.0,71.16,central
Смоленская область,2019,94.7,302.5,51.6,101.9,702.3,27485.0,563.4,27251.0,53.0,103.0,46.0,71.89,central
Смоленская область,2020,94.4,303.8,51.0,99.9,686.3,28256.0,670.6,25002.0,58.0,259.0,45.0,70.1,central
Смоленская область,2021,94.3,308.6,50.7,97.6,750.8,30731.0,763.2,24211.0,55.0,215.0,43.0,68.0,central
Ставропольский край,2005,88.6,177.7,44.9,90.5,495.2,5117.0,612.5,21857.0,75.0,72.0,220.0,67.76,north_caucasian
Ставропольский край,2010,77.8,196.2,39.5,92.2,527.9,13016.0,474.4,21857.0,66.0,68.0,144.0,71.01,north_caucasian
Ставропольский край,2011,76.4,192.2,44.7,137.4,579.2,14440.0,450.1,56566.0,68.0,59.0,138.0,71.57,north_caucasian
Ставропольский край,2012,77.2,213.9,44.8,140.1,586.1,17088.0,414.8,56790.0,69.0,61.0,131.0,72.15,north_caucasian
Ставропольский край,2013,77.6,192.2,42.3,139.7,599.2,18800.0,399.9,57598.0,75.0,66.0,133.0,72.75,north_caucasian
Ставропольский край,2014,80.9,204.9,43.3,96.6,571.1,20537.0,412.9,56781.0,79.0,65.0,132.0,72.75,north_caucasian
Ставропольский край,2015,80.2,203.6,41.3,97.0,560.2,21244.0,390.3,21857.0,85.0,61.0,123.0,73.36,north_caucasian
Ставропольский край,2016,80.1,203.6,42.6,98.2,591.4,20985.0,402.2,50930.0,88.0,64.0,125.0,73.4,north_caucasian
Ставропольский край,2017,80.6,213.6,43.2,98.5,598.1,22485.0,369.7,48295.0,95.0,61.0,125.0,74.19,north_caucasian
Ставропольский край,2018,83.7,217.2,43.9,98.0,613.4,23408.0,378.6,44438.0,95.0,94.0,173.0,74.18,north_caucasian
Ставропольский край,2019,81.9,246.2,44.2,100.4,682.0,24393.0,357.9,21857.0,102.0,78.0,159.0,74.66,north_caucasian
Ставропольский край,2020,89.4,234.4,46.1,102.3,710.3,24187.0,420.8,21857.0,110.0,64.0,165.0,73.2,north_caucasian
Ставропольский край,2021,82.4,246.4,46.7,103.2,827.6,26190.0,473.3,21857.0,124.0,69.0,116.0,71.66,north_caucasian
Тамбовская область,2005,122.4,242.8,33.7,109.8,726.6,5292.0,867.3,16216.0,27.0,10.0,59.0,65.61,central
Тамбовская область,2010,100.3,250.5,34.0,107.3,706.2,13631.0,678.9,19063.0,46.0,10.0,13.0,69.22,central
Тамбовская область,2011,92.8,257.4,33.9,108.2,673.9,15151.0,625.8,17926.0,48.0,11.0,9.0,70.18,central
Тамбовская область,2012,92.4,259.8,34.2,105.6,661.9,17449.0,605.3,17724.0,52.0,12.0,42.0,70.67,central
Тамбовская область,2013,87.3,261.7,34.5,107.2,639.8,19685.0,604.6,17924.0,54.0,12.0,39.0,70.93,central
Тамбовская область,2014,82.4,263.6,34.6,102.9,645.8,21742.0,594.2,17908.0,45.0,15.0,38.0,71.11,central
Тамбовская область,2015,81.6,268.1,35.8,109.4,646.8,24865.0,564.4,18414.0,56.0,18.0,41.0,71.67,central
Тамбовская область,2016,80.6,273.3,37.0,109.8,652.6,25769.0,555.8,18345.0,56.0,18.0,41.0,72.11,central
Тамбовская область,2017,76.7,276.3,37.7,108.9,632.0,26058.0,497.6,17833.0,63.0,15.0,45.0,73.21,central
Тамбовская область,2018,76.5,286.3,38.3,107.2,621.7,26828.0,509.8,17129.0,56.0,17.0,45.0,72.95,central
Тамбовская область,2019,76.1,289.0,40.3,110.6,614.5,28154.0,495.3,16022.0,73.0,14.0,43.0,73.56,central
Тамбовская область,2020,73.9,295.5,42.4,112.1,624.9,27892.0,586.4,15057.0,69.0,13.0,41.0,71.78,central
Тамбовская область,2021,74.9,296.5,45.1,115.0,718.9,30241.0,666.2,14114.0,68.0,12.0,43.0,69.88,central
Тверская область,2005,124.8,202.2,51.6,106.4,747.7,5606.0,1192.3,21857.0,43.0,19.0,79.0,61.55,central
Тверская область,2010,108.4,209.9,53.1,104.5,833.8,13873.0,879.0,21857.0,60.0,30.0,99.0,65.9,central
Тверская область,2011,106.7,218.3,54.6,105.8,875.4,14943.0,820.5,37768.0,67.0,23.0,93.0,67.02,central
Тверская область,2012,105.6,220.7,53.7,104.9,920.6,17282.0,747.8,35291.0,63.0,24.0,90.0,67.86,central
Тверская область,2013,100.5,223.6,47.5,103.2,903.8,19268.0,736.3,35614.0,60.0,19.0,90.0,68.13,central
Тверская область,2014,97.8,225.8,47.7,102.5,881.1,20880.0,748.9,36127.0,69.0,28.0,86.0,68.43,central
Тверская область,2015,95.3,219.6,43.4,101.2,903.1,23672.0,723.3,21857.0,60.0,28.0,84.0,69.1,central
Тверская область,2016,93.9,222.0,44.1,101.0,868.3,24063.0,703.6,35462.0,63.0,25.0,78.0,69.24,central
Тверская область,2017,93.4,228.2,45.7,101.7,878.3,24353.0,636.0,34273.0,74.0,67.0,78.0,70.45,central
Тверская область,2018,92.4,237.4,45.7,98.2,912.2,25125.0,634.2,32521.0,28.0,1.0,74.0,70.47,central
Тверская область,2019,92.4,242.3,45.4,96.9,867.3,27212.0,598.4,21857.0,67.0,53.0,68.0,71.24,central
Тверская область,2020,92.0,239.9,45.9,94.2,822.9,27692.0,693.1,21857.0,97.0,51.0,66.0,69.76,central
Тверская область,2021,93.7,245.0,46.8,95.2,933.7,30528.0,807.5,21857.0,63.0,160.0,73.0,67.87,central
Томская область,2005,125.0,278.9,67.3,109.2,799.1,8142.0,788.7,32941.0,281.0,247.0,12.0,65.11,siberian
Томская область,2010,113.5,266.2,69.1,101.8,679.2,15070.0,619.5,33327.0,345.0,406.0,14.0,68.83,siberian
Томская область,2011,114.5,259.2,70.1,103.8,813.6,16516.0,586.3,34005.0,379.0,352.0,26.0,69.53,siberian
Томская область,2012,112.6,267.9,61.9,104.2,708.7,18027.0,558.4,34987.0,323.0,325.0,24.0,70.07,siberian
Томская область,2013,112.1,267.0,61.1,102.5,722.9,22874.0,560.0,35800.0,306.0,285.0,27.0,70.33,siberian
Томская область,2014,105.2,248.9,61.2,103.6,680.9,24333.0,562.0,36245.0,290.0,310.0,26.0,70.67,siberian
Томская область,2015,105.3,239.3,53.5,105.6,713.3,26827.0,539.4,36267.0,293.0,224.0,24.0,71.25,siberian
Томская область,2016,103.8,246.5,54.8,106.5,706.6,26165.0,513.2,35550.0,301.0,197.0,23.0,71.66,siberian
Томская область,2017,102.5,249.6,55.7,104.1,714.5,26697.0,494.1,31658.0,263.0,85.0,23.0,72.02,siberian
Томская область,2018,99.8,261.7,58.1,100.3,731.5,27296.0,451.9,29075.0,238.0,202.0,24.0,72.84,siberian
Томская область,2019,96.0,277.1,56.4,99.5,719.3,28381.0,467.8,27211.0,225.0,203.0,214.0,72.85,siberian
Томская область,2020,90.3,229.4,53.1,88.7,656.0,28871.0,528.9,26208.0,177.0,192.0,181.0,71.17,siberian
Томская область,2021,100.3,256.7,59.3,98.8,671.4,30976.0,570.1,24604.0,178.0,123.0,182.0,69.7,siberian
Тульская область,2005,138.4,229.2,33.9,114.7,737.3,4988.0,1128.8,35768.0,148.0,425.0,252.0,62.97,central
Тульская область,2010,106.2,244.2,33.1,102.8,726.6,15349.0,811.4,37821.0,167.0,597.0,196.0,67.11,central
Тульская область,2011,95.4,246.4,33.8,101.6,712.8,16975.0,731.6,37591.0,193.0,667.0,187.0,68.63,central
Тульская область,2012,90.0,247.8,33.7,99.9,707.3,19340.0,719.5,37220.0,198.0,622.0,185.0,68.86,central
Тульская область,2013,87.0,248.1,33.6,100.4,720.3,19675.0,682.1,36942.0,181.0,568.0,187.0,69.41,central
Тульская область,2014,87.3,249.4,34.6,101.5,718.6,21936.0,674.7,35213.0,181.0,525.0,171.0,69.63,central
Тульская область,2015,87.2,252.5,35.2,101.1,719.7,25460.0,660.0,35991.0,149.0,494.0,164.0,70.06,central
Тульская область,2016,85.8,258.2,36.2,102.0,723.3,26815.0,629.0,36939.0,142.0,654.0,161.0,70.56,central
Тульская область,2017,86.4,261.5,37.0,101.5,717.0,27226.0,589.3,35360.0,120.0,403.0,160.0,71.18,central
Тульская область,2018,87.7,262.2,36.9,99.7,714.1,27208.0,571.1,33662.0,109.0,398.0,156.0,71.77,central
Тульская область,2019,88.4,272.5,38.5,100.7,727.7,28561.0,559.6,31459.0,107.0,727.0,154.0,72.21,central
Тульская область,2020,86.1,274.1,39.9,100.6,741.7,29396.0,665.7,27483.0,119.0,615.0,152.0,70.2,central
Тульская область,2021,87.3,276.3,41.1,98.4,813.9,32131.0,723.9,25721.0,116.0,424.0,135.0,68.97,central
Тюменская область,2011,82.0,271.1,53.8,127.6,848.0,30706.0,519.3,96747.0,3293.0,41.0,183.0,70.45,ural
Тюменская область,2012,79.7,262.9,51.0,125.8,846.3,33473.0,502.5,95455.0,3520.0,53.0,167.0,70.8,ural
Тюменская область,2013,78.7,262.0,51.7,126.3,862.3,36167.0,487.7,99147.0,2751.0,65.0,184.0,71.35,ural
Тюменская область,2014,76.5,262.0,51.3,126.2,821.3,37783.0,497.7,100327.0,2181.0,78.0,656.0,71.5,ural
Тюменская область,2016,74.5,263.1,51.4,131.1,835.9,42657.0,459.7,98265.0,2292.0,159.0,1009.0,72.33,ural
Тюменская область,2017,73.0,261.0,54.3,133.7,832.1,44241.0,431.2,90990.0,2336.0,189.0,202.0,73.1,ural
Тюменская область,2018,72.6,260.7,55.1,130.0,869.6,46124.0,421.2,87849.0,2308.0,144.0,196.0,73.4,ural
Тюменская область без автономных округов,2005,91.6,277.70061855670104,47.729278350515465,108.7,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,32.0,166.34758771929825,69.34333333333335,
Тюменская область без автономных округов,2010,76.8,277.70061855670104,47.729278350515465,102.8,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,36.0,166.34758771929825,69.34333333333335,
Тюменская область без автономных округов,2011,76.5,304.5,54.7,102.4,648.1,22884.0,603.4,44958.0,106.0,35.0,82.0,69.41,
Тюменская область без автономных округов,2012,73.9,301.2,55.0,101.3,654.0,22884.0,592.0,44389.0,110.0,50.0,82.0,69.45,
Тюменская область без автономных округов,2013,74.0,303.9,51.4,103.9,648.6,23169.0,573.4,46445.0,134.0,63.0,82.0,70.14,
Тюменская область без автономных округов,2014,72.2,297.3,50.7,103.6,638.0,25142.0,575.5,46840.0,134.0,76.0,82.0,70.32,
Тюменская область без автономных округов,2015,69.3,277.70061855670104,47.729278350515465,105.4,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,157.0,166.34758771929825,69.34333333333335,
Тюменская область без автономных округов,2016,68.9,286.3,49.8,105.0,637.0,27044.0,536.9,45362.0,114.0,152.0,82.0,71.03,
Тюменская область без автономных округов,2017,68.1,288.2,52.0,106.3,620.6,27672.0,495.6,45384.0,138.0,179.0,82.0,72.06,
Тюменская область без автономных округов,2018,68.0,287.7,53.7,108.2,639.3,29162.0,495.0,44187.0,190.0,128.0,82.0,72.08,
Тюменская область без автономных округов,2019,68.1,277.70061855670104,47.729278350515465,109.6,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,161.0,166.34758771929825,69.34333333333335,
Тюменская область без автономных округов,2020,70.5,277.70061855670104,47.729278350515465,110.7,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,184.0,166.34758771929825,69.34333333333335,
Тюменская область без автономных округов,2021,75.4,277.70061855670104,47.729278350515465,109.9,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,166.0,166.34758771929825,69.34333333333335,
Удмуртская Республика,2005,125.1,260.2,56.9,125.4,893.7,4657.0,870.1,21857.0,143.0,35.0,28.0,64.43,volga
Удмуртская Республика,2010,102.0,278.5,58.5,122.2,958.0,12984.0,696.2,21857.0,101.0,18.0,105.0,68.1,volga
Удмуртская Республика,2011,97.9,273.5,58.2,121.1,947.7,14452.0,667.5,34664.0,104.0,20.0,127.0,68.88,volga
Удмуртская Республика,2012,99.6,279.4,54.9,120.9,919.0,16694.0,611.6,35478.0,172.0,11.0,117.0,69.73,volga
Удмуртская Республика,2013,98.9,280.7,53.9,119.3,942.2,17777.0,622.2,37409.0,172.0,41.0,112.0,69.92,volga
Удмуртская Республика,2014,99.9,280.0,53.7,117.8,945.4,20164.0,633.4,38885.0,176.0,89.0,116.0,70.03,volga
Удмуртская Республика,2015,92.8,278.4,55.3,129.0,968.2,24255.0,606.5,21857.0,148.0,75.0,133.0,70.46,volga
Удмуртская Республика,2016,84.2,302.9,49.5,113.8,991.0,23621.0,593.9,42290.0,147.0,173.0,109.0,70.86,volga
Удмуртская Республика,2017,81.2,274.9,51.0,107.6,995.0,23995.0,531.7,38865.0,139.0,144.0,86.0,72.06,volga
Удмуртская Республика,2018,78.0,313.0,49.3,103.1,954.6,23827.0,520.2,36848.0,179.0,43.0,93.0,72.45,volga
Удмуртская Республика,2019,74.5,325.2,49.6,101.6,913.3,25066.0,505.4,21857.0,197.0,69.0,93.0,72.8,volga
Удмуртская Республика,2020,76.7,346.4,51.2,101.8,851.7,25460.0,584.4,21857.0,131.0,88.0,77.0,71.03,volga
Удмуртская Республика,2021,78.0,306.6,52.3,100.1,911.9,27650.0,622.1,21857.0,145.0,92.0,75.0,69.99,volga
Ульяновская область,2005,96.4,245.0,35.5,129.3,858.5,4576.0,822.4,27680.0,35.0,182.0,115.0,65.38,volga
Ульяновская область,2010,91.6,251.3,36.2,127.8,895.0,13132.0,682.9,28767.0,39.0,172.0,111.0,68.54,volga
Ульяновская область,2011,92.1,249.8,36.8,127.1,946.1,14312.0,629.3,28529.0,42.0,199.0,115.0,69.5,volga
Ульяновская область,2012,91.0,250.4,37.1,124.6,969.0,16375.0,576.8,28584.0,34.0,71.0,110.0,70.62,volga
Ульяновская область,2013,92.2,263.8,38.8,127.7,914.8,17857.0,588.7,29015.0,38.0,79.0,105.0,70.5,volga
Ульяновская область,2014,90.2,262.0,40.0,128.6,853.0,20565.0,615.7,29011.0,34.0,86.0,100.0,70.37,volga
Ульяновская область,2015,84.7,263.2,39.0,127.3,891.7,22711.0,631.2,29824.0,33.0,82.0,122.0,70.46,volga
Ульяновская область,2016,82.0,267.4,40.0,126.4,872.4,22617.0,608.7,30458.0,33.0,86.0,125.0,70.97,volga
Ульяновская область,2017,82.0,276.8,41.3,125.0,876.4,23284.0,520.3,27731.0,34.0,79.0,101.0,72.34,volga
Ульяновская область,2018,79.9,278.4,41.8,123.3,874.1,22797.0,548.3,27060.0,31.0,22.0,94.0,72.17,volga
Ульяновская область,2019,78.7,289.3,42.5,125.0,783.7,23710.0,522.6,25428.0,28.0,22.0,94.0,72.96,volga
Ульяновская область,2020,81.2,287.9,43.0,123.2,747.7,24596.0,604.9,23783.0,31.0,18.0,89.0,70.98,volga
Ульяновская область,2021,81.2,291.0,42.3,120.6,848.5,26849.0,725.7,22591.0,31.0,18.0,91.0,69.05,volga
Хабаровский край ,2005,110.6,265.4,60.5,104.9,713.8,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,61.72,
Хабаровский край ,2010,97.3,272.8,61.1,103.8,736.4,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,65.68,
Хабаровский край ,2011,102.6,283.1,63.5,151.2,732.0,22884.0,592.2,25987.5,84.5,107.5,82.0,66.0,
Хабаровский край ,2012,102.1,290.1,59.8,151.0,729.6,22884.0,592.2,25987.5,84.5,107.5,82.0,67.13,
Хабаровский край ,2013,99.6,286.7,57.9,151.3,721.4,22884.0,592.2,25987.5,84.5,107.5,82.0,67.92,
Хабаровский край ,2014,89.5,312.7,56.4,103.0,687.4,22884.0,592.2,25987.5,84.5,107.5,82.0,68.01,
Хабаровский край ,2015,86.9,305.1,53.5,110.4,667.2,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.72,
Хабаровский край ,2016,84.6,331.6,58.0,107.9,673.4,22884.0,592.2,25987.5,84.5,107.5,82.0,69.13,
Хабаровский край ,2017,86.0,328.5,57.5,110.7,695.4,22884.0,592.2,25987.5,84.5,107.5,82.0,69.74,
Хабаровский край ,2018,88.5,325.4,57.2,101.1,691.6,22884.0,592.2,25987.5,84.5,107.5,82.0,70.19,
Хабаровский край ,2019,85.9,324.4,56.4,100.2,685.4,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.05,
Хабаровский край ,2020,82.8,329.9,57.5,101.9,694.0,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.61,
Хабаровский край ,2021,91.8,327.0,56.4,98.2,751.5,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,67.85,
Ханты-Мансийский автономный округ – Югра,2005,100.0,268.0,49.2,136.8,891.4,18115.0,653.9928240740742,21857.0,3024.0,13.0,31.0,69.34333333333335,ural
Ханты-Мансийский автономный округ – Югра,2010,83.8,253.8,55.2,149.4,911.7,32385.0,653.9928240740742,21857.0,2129.0,6.0,55.0,69.34333333333335,ural
Ханты-Мансийский автономный округ – Югра,2011,81.9,263.2,54.6,147.4,908.5,33926.0,473.3,25987.5,2353.0,6.0,82.0,70.91,ural
Ханты-Мансийский автономный округ – Югра,2012,79.9,252.8,54.0,145.5,919.7,36345.0,451.9,25987.5,2430.0,3.0,82.0,71.79,ural
Ханты-Мансийский автономный округ – Югра,2013,79.0,245.6,53.0,144.4,937.9,39882.0,442.1,25987.5,1866.0,2.0,82.0,72.23,ural
Ханты-Мансийский автономный округ – Югра,2014,77.3,247.8,53.3,145.1,879.0,40811.0,455.6,25987.5,1467.0,1.0,82.0,72.27,ural
Ханты-Мансийский автономный округ – Югра,2015,78.4,244.3,53.4,154.5,883.7,46221.0,653.9928240740742,21857.0,1388.0,1.0,463.0,69.34333333333335,ural
Ханты-Мансийский автономный округ – Югра,2016,77.1,246.8,53.2,151.8,901.4,46934.0,407.9,25987.5,1428.0,7.0,82.0,73.5,ural
Ханты-Мансийский автономный округ – Югра,2017,75.8,241.2,56.1,153.8,895.1,48834.0,394.5,25987.5,1412.0,10.0,82.0,73.87,ural
Ханты-Мансийский автономный округ – Югра,2018,75.2,240.9,56.5,145.1,948.0,50717.0,380.0,25987.5,1377.0,16.0,82.0,74.28,ural
